suburb,type,price,Method,Date,Distance,Postcode,bedrooms,bathrooms,car,Landsize
Altona,h,853000,S,17/06/2017,11,3018,3,1,1,600
Altona,u,670000,S,17/06/2017,11,3018,3,2,1,284
Armadale,u,595000,S,17/06/2017,6.3,3143,2,1,1,0
Ascot Vale,h,1750000,SP,17/06/2017,4.3,3032,4,2,1,360
Ascot Vale,h,1230000,S,17/06/2017,4.3,3032,3,1,1,504
Avondale Heights,h,750000,SP,17/06/2017,9.5,3034,3,1,1,585
Balwyn,h,2100000,PI,17/06/2017,7.9,3103,1,1,1,678
Balwyn North,h,2050000,S,17/06/2017,9.7,3104,4,1,1,1138
Bayswater,u,520000,S,17/06/2017,23.2,3153,2,1,1,418
Bentleigh East,h,1316000,S,17/06/2017,13.8,3165,3,1,1,636
Bentleigh East,t,850000,PI,17/06/2017,13.8,3165,3,2,1,200
Black Rock,u,879000,S,17/06/2017,17.3,3193,2,1,1,0
Blackburn,h,1425000,S,17/06/2017,13.4,3130,2,1,1,597
Blackburn North,h,1001000,S,17/06/2017,13.4,3130,3,1,1,671
Blackburn North,h,1280000,SP,17/06/2017,13.4,3130,4,2,1,797
Blackburn South,h,1300000,VB,17/06/2017,13.4,3130,3,1,1,734
Briar Hill,h,710500,S,17/06/2017,16.1,3088,2,1,1,598
Brighton,u,855000,PI,17/06/2017,10.5,3186,2,1,1,106
Broadmeadows,u,310000,S,17/06/2017,14,3047,2,1,1,171
Brunswick,h,1500000,S,17/06/2017,5.2,3056,4,1,1,318
Brunswick West,u,312000,S,17/06/2017,5.2,3055,1,1,1,406
Brunswick West,u,763000,S,17/06/2017,5.2,3055,3,1,1,138
Bulleen,h,1100000,S,17/06/2017,10.8,3105,3,1,1,711
Bundoora,h,680000,S,17/06/2017,12.1,3083,3,1,1,539
Burwood,t,918000,S,17/06/2017,10.4,3125,3,2,1,207
Burwood East,h,968000,S,17/06/2017,14.7,3151,3,1,1,612
Camberwell,t,795000,S,17/06/2017,7.7,3124,2,2,1,112
Carlton North,h,1840000,PI,17/06/2017,3.5,3054,3,1,1,311
Carnegie,h,920000,S,17/06/2017,10.1,3163,2,1,1,431
Caulfield South,u,295000,SP,17/06/2017,8.7,3162,1,1,1,811
Chadstone,h,740000,PI,17/06/2017,11.7,3148,3,1,1,280
Clayton,h,1462000,S,17/06/2017,16.7,3168,3,1,1,816
Coburg,u,421200,SP,17/06/2017,6.7,3058,2,1,1,
Craigieburn,h,365000,S,17/06/2017,20.6,3064,3,1,1,320
Croydon,h,567000,S,17/06/2017,23,3136,3,1,1,420
Croydon,h,862000,S,17/06/2017,23,3136,3,2,1,864
Dandenong,h,1071500,S,17/06/2017,24.7,3175,4,1,1,951
Dandenong North,h,750000,PI,17/06/2017,24.7,3175,4,2,1,811
Doncaster East,u,850000,S,17/06/2017,14.3,3109,3,2,1,236
East Melbourne,t,1350000,S,17/06/2017,1.3,3002,2,2,1,87
Elsternwick,u,550000,S,17/06/2017,7.2,3185,2,1,1,1172
Elwood,u,810000,S,17/06/2017,7.2,3184,2,1,1,0
Elwood,h,1255000,PI,17/06/2017,7.2,3184,2,1,1,226
Elwood,u,550000,VB,17/06/2017,7.2,3184,2,1,1,605
Elwood,u,543000,S,17/06/2017,7.2,3184,2,1,1,0
Essendon,u,580000,S,17/06/2017,7.5,3040,2,1,1,921
Essendon,u,485000,S,17/06/2017,7.5,3040,2,1,1,1856
Essendon,h,1195000,S,17/06/2017,7.5,3040,2,1,1,337
Essendon North,t,800000,PI,17/06/2017,8.2,3041,3,2,1,161
Essendon North,h,685000,SP,17/06/2017,8.2,3041,2,1,1,173
Fairfield,u,667000,S,17/06/2017,5.7,3078,2,1,1,86
Fitzroy,h,1394000,S,17/06/2017,2.1,3065,3,2,1,60
Footscray,u,240000,SA,17/06/2017,5.1,3011,1,1,1,1015
Gladstone Park,h,660000,S,17/06/2017,12.9,3043,5,2,1,536
Glenroy,u,422000,S,17/06/2017,11.2,3046,2,1,1,136
Hadfield,h,785000,S,17/06/2017,11.2,3046,3,1,1,602
Hampton,h,2100000,S,17/06/2017,13.8,3188,3,2,1,455
Hawthorn,u,762000,S,17/06/2017,5.3,3122,2,1,1,1583
Hawthorn,u,375000,S,17/06/2017,5.3,3122,1,1,1,0
Hawthorn,u,525000,PI,17/06/2017,5.3,3122,2,1,1,0
Heathmont,h,655000,S,17/06/2017,21.3,3135,3,1,1,348
Heathmont,t,670000,S,17/06/2017,21.3,3135,3,2,1,194
Highett,h,1155000,PI,17/06/2017,16,3190,3,2,1,650
Highett,h,548000,S,17/06/2017,16,3190,2,1,1,0
Kensington,u,730000,SP,17/06/2017,3.4,3031,2,2,1,2135
Kensington,u,392000,SP,17/06/2017,3.4,3031,1,1,1,0
Kensington,u,370000,SP,17/06/2017,3.4,3031,1,1,1,0
Kingsville,h,735000,PI,17/06/2017,6.4,3012,2,1,1,170
Langwarrin,u,400000,SP,17/06/2017,41,3910,2,1,1,196
Maidstone,t,505500,SP,17/06/2017,6.4,3012,2,1,1,59
Maribyrnong,u,301000,S,17/06/2017,4.3,3032,1,1,1,887
Melbourne,u,740000,VB,17/06/2017,0,3000,2,1,1,0
Mentone,u,525000,S,17/06/2017,20,3194,2,1,1,723
Mentone,u,660000,S,17/06/2017,20,3194,2,1,1,101
Mentone,u,455000,S,17/06/2017,20,3194,2,1,1,3160
Middle Park,h,2500000,VB,17/06/2017,3,3206,4,3,1,209
Mitcham,h,1302000,S,17/06/2017,17.2,3132,4,1,1,842
Moorabbin,h,1289000,S,17/06/2017,14.3,3189,4,2,1,532
Mordialloc,u,470500,S,17/06/2017,21.5,3195,2,1,1,0
Mount Waverley,h,1530000,S,17/06/2017,14.2,3149,3,1,1,750
Mulgrave,h,757500,S,17/06/2017,18.8,3170,3,2,1,145
Mulgrave,h,757000,S,17/06/2017,18.8,3170,3,1,1,664
Murrumbeena,u,660000,S,17/06/2017,10.1,3163,2,1,1,109
Newport,h,1005000,S,17/06/2017,6.2,3015,4,1,1,390
North Melbourne,u,550000,S,17/06/2017,1.8,3051,2,1,1,0
Northcote,u,503000,SP,17/06/2017,5.3,3070,2,1,1,0
Notting Hill,u,840000,S,17/06/2017,16.7,3168,3,1,1,390
Nunawading,h,913000,S,17/06/2017,15.4,3131,3,2,1,431
Oak Park,h,840000,SP,17/06/2017,11.2,3046,3,1,1,722
Oak Park,t,790000,S,17/06/2017,11.2,3046,2,2,1,208
Oakleigh East,t,820000,S,17/06/2017,12.3,3166,3,2,1,200
Ormond,h,695000,S,17/06/2017,11.4,3204,2,1,1,126
Parkville,t,850000,S,17/06/2017,1.8,3052,3,1,1,2429
Parkville,u,900000,VB,17/06/2017,1.8,3052,2,2,1,2431
Prahran,h,1805000,S,17/06/2017,4.6,3181,4,2,1,105
Prahran,u,735000,S,17/06/2017,4.6,3181,2,1,1,0
Prahran,u,440000,SP,17/06/2017,4.6,3181,1,1,1,0
Preston,h,1050000,S,17/06/2017,8.4,3072,2,1,1,688
Preston,h,840000,PI,17/06/2017,8.4,3072,4,1,1,313
Reservoir,u,510000,S,17/06/2017,12,3073,3,1,1,178
Richmond,t,1255000,S,17/06/2017,2.4,3121,3,2,1,124
Richmond,h,1275000,S,17/06/2017,2.4,3121,2,1,1,110
Richmond,h,1190000,S,17/06/2017,2.4,3121,3,2,1,105
Richmond,u,534000,S,17/06/2017,2.4,3121,1,1,1,1347
Richmond,u,650000,S,17/06/2017,2.4,3121,2,2,1,2226
Ringwood,h,800000,PI,17/06/2017,19.9,3134,3,1,1,737
Ringwood East,h,1175000,S,17/06/2017,21.3,3135,4,2,1,842
Ringwood North,u,602000,S,17/06/2017,19.9,3134,2,1,1,209
Sandringham,u,760000,VB,17/06/2017,15.2,3191,3,1,1,178
Seddon,u,322500,S,17/06/2017,5.1,3011,1,1,1,0
Seddon,h,900000,SP,17/06/2017,5.1,3011,3,1,1,252
Skye,h,555698,SP,17/06/2017,34.7,3977,4,2,1,534
South Melbourne,h,407500,S,17/06/2017,1.9,3205,1,1,1,0
South Yarra,t,1050000,S,17/06/2017,2.7,3141,2,1,1,0
South Yarra,u,771000,S,17/06/2017,2.7,3141,2,1,1,1272
Southbank,u,642500,S,17/06/2017,0.7,3006,2,1,1,8888
Southbank,u,422500,PI,17/06/2017,0.7,3006,1,1,1,3878
St Albans,t,460000,S,17/06/2017,14,3021,3,1,1,160
St Albans,h,610000,PI,17/06/2017,14,3021,3,1,1,582
St Albans,u,500000,S,17/06/2017,14,3021,3,1,1,388
St Kilda,u,615000,S,17/06/2017,5,3182,2,1,1,1123
Sunshine West,h,453000,S,17/06/2017,10.5,3020,3,1,1,305
Surrey Hills,u,807000,S,17/06/2017,10.2,3127,2,1,1,1501
Sydenham,h,471000,S,17/06/2017,18,3037,3,2,1,338
Templestowe Lower,h,1240000,S,17/06/2017,12.4,3107,3,2,1,673
Thornbury,t,756000,S,17/06/2017,7,3071,2,1,1,0
Thornbury,h,1205500,S,17/06/2017,7,3071,2,1,1,361
Watsonia,h,835000,S,17/06/2017,14.5,3087,3,2,1,447
Werribee,h,442000,S,17/06/2017,14.7,3030,3,1,1,575
Abbotsford,h,855000,S,24/06/2017,3,3067,3,2,1,92
Albert Park,h,1800000,VB,24/06/2017,3,3206,3,1,1,130
Alphington,h,330000,VB,24/06/2017,5.7,3078,1,1,1,60
Altona,h,1280000,S,24/06/2017,11,3018,3,1,1,798
Ascot Vale,h,1010000,S,24/06/2017,4.3,3032,3,2,1,150
Ascot Vale,u,819000,S,24/06/2017,4.3,3032,3,2,1,166
Balaclava,h,1475000,S,24/06/2017,6.4,3183,3,2,1,147
Balwyn North,h,1500000,VB,24/06/2017,9.7,3104,2,1,1,943
Balwyn North,u,682000,S,24/06/2017,9.7,3104,2,1,1,140
Blackburn,h,880000,PI,24/06/2017,13.4,3130,3,1,1,335
Blackburn,h,1562000,S,24/06/2017,13.4,3130,4,2,1,592
Brunswick,h,1275000,PI,24/06/2017,5.2,3056,3,1,1,406
Brunswick,u,520000,SP,24/06/2017,5.2,3056,2,1,1,0
Burwood,h,1325000,S,24/06/2017,10.4,3125,3,1,1,756
Camberwell,u,555000,S,24/06/2017,7.7,3124,2,1,1,2685
Carlton,u,720000,VB,24/06/2017,1.6,3053,2,1,1,3481
Carlton North,h,2400000,SP,24/06/2017,3.5,3054,4,1,1,163
Carlton North,h,1950000,S,24/06/2017,3.5,3054,3,1,1,309
Carnegie,t,817500,S,24/06/2017,10.1,3163,2,1,1,292
Carrum,u,590000,S,24/06/2017,31.2,3197,3,1,1,179
Cheltenham,h,800000,SP,24/06/2017,17.9,3192,3,1,1,366
Clayton,u,780000,SP,24/06/2017,16.7,3168,3,2,1,318
Coburg,h,996000,S,24/06/2017,6.7,3058,2,1,1,476
Dallas,h,310000,S,24/06/2017,14,3047,3,1,1,595
Dingley Village,h,801000,SP,24/06/2017,22.2,3172,3,2,1,526
East Melbourne,u,885000,S,24/06/2017,1.3,3002,2,1,1,1489
Essendon,u,410000,VB,24/06/2017,7.5,3040,2,1,1,0
Essendon,u,930000,S,24/06/2017,7.5,3040,3,2,1,223
Essendon,u,600000,S,24/06/2017,7.5,3040,2,1,1,132
Fitzroy,u,700000,VB,24/06/2017,2.1,3065,2,1,1,470
Fitzroy North,h,1680000,S,24/06/2017,3.6,3068,2,1,1,185
Flemington,h,1340000,SP,24/06/2017,3.4,3031,4,2,1,302
Frankston,h,715000,S,24/06/2017,38,3199,5,2,1,1424
Hampton,t,1285000,S,24/06/2017,13.8,3188,2,1,1,348
Hampton,u,878000,S,24/06/2017,13.8,3188,2,1,1,128
Hawthorn,h,2370000,S,24/06/2017,5.3,3122,3,2,1,362
Hawthorn,h,1682000,S,24/06/2017,5.3,3122,2,1,1,264
Highett,h,1430000,S,24/06/2017,16,3190,4,2,1,590
Hillside,h,480000,PI,24/06/2017,18,3037,3,2,1,320
Ivanhoe,t,975000,SP,24/06/2017,7.8,3079,3,2,1,103
Jacana,h,556000,S,24/06/2017,14,3047,3,1,1,627
Keilor Downs,h,575000,SP,24/06/2017,15.5,3038,3,1,1,307
Kensington,u,395000,SP,24/06/2017,3.4,3031,1,1,1,2592
Kew,u,600000,S,24/06/2017,5.4,3101,2,1,1,847
Lalor,h,560000,S,24/06/2017,16.3,3075,3,1,1,364
Maribyrnong,h,920000,VB,24/06/2017,4.3,3032,2,1,1,575
Meadow Heights,h,467000,S,24/06/2017,17.4,3048,3,1,1,565
Mill Park,h,428000,S,24/06/2017,17.9,3082,2,1,1,389
Mill Park,h,421000,S,24/06/2017,17.9,3082,2,1,1,257
Mitcham,h,890000,S,24/06/2017,17.2,3132,2,2,1,370
Moonee Ponds,u,286000,PI,24/06/2017,6.2,3039,1,1,1,114
Moonee Ponds,h,1375000,S,24/06/2017,6.2,3039,3,1,1,449
Mordialloc,h,1110000,S,24/06/2017,21.5,3195,2,1,1,709
Mount Waverley,h,1250000,S,24/06/2017,14.2,3149,3,1,1,722
Murrumbeena,h,1410000,S,24/06/2017,10.1,3163,3,1,1,579
Murrumbeena,u,357000,S,24/06/2017,10.1,3163,1,1,1,1382
Newport,h,1250000,S,24/06/2017,6.2,3015,3,1,1,343
Newport,h,1230000,S,24/06/2017,6.2,3015,3,1,1,396
North Melbourne,u,570000,VB,24/06/2017,1.8,3051,2,2,1,1223
North Melbourne,u,850000,VB,24/06/2017,1.8,3051,2,3,1,1223
Northcote,h,1000000,VB,24/06/2017,5.3,3070,3,1,1,188
Northcote,h,1240000,S,24/06/2017,5.3,3070,3,1,1,247
Northcote,h,1590000,S,24/06/2017,5.3,3070,3,1,1,563
Oak Park,h,821000,S,24/06/2017,11.2,3046,3,1,1,656
Oak Park,t,560000,SP,24/06/2017,11.2,3046,2,1,1,132
Oakleigh South,h,1265000,S,24/06/2017,15.5,3167,3,1,1,743
Pascoe Vale,h,740000,S,24/06/2017,8.5,3044,2,1,1,487
Port Melbourne,u,816000,S,24/06/2017,3.5,3207,2,1,1,0
Prahran,u,1020000,S,24/06/2017,4.6,3181,2,1,1,0
Prahran,u,660000,S,24/06/2017,4.6,3181,2,2,1,0
Preston,u,691000,S,24/06/2017,8.4,3072,3,1,1,170
Preston,t,660000,PI,24/06/2017,8.4,3072,2,2,1,70
Reservoir,h,877500,S,24/06/2017,12,3073,3,1,1,598
Reservoir,u,270000,PI,24/06/2017,12,3073,1,1,1,0
Reservoir,u,365000,SP,24/06/2017,12,3073,1,1,1,113
Reservoir,u,470000,VB,24/06/2017,12,3073,2,1,1,73
Ringwood North,h,750000,S,24/06/2017,19.9,3134,3,1,1,446
Seddon,h,1085000,S,24/06/2017,5.1,3011,3,1,1,297
South Melbourne,h,1700000,S,24/06/2017,1.9,3205,3,1,1,118
South Yarra,u,470000,PI,24/06/2017,2.7,3141,2,1,1,1890
South Yarra,u,945000,PI,24/06/2017,2.7,3141,2,1,1,708
South Yarra,h,900000,VB,24/06/2017,2.7,3141,3,1,1,119
Springvale,h,770000,S,24/06/2017,20.8,3171,3,1,1,606
Strathmore,h,883000,S,24/06/2017,8.2,3041,3,1,1,534
Sunshine West,u,518000,S,24/06/2017,10.5,3020,3,1,1,322
Thomastown,u,460000,S,24/06/2017,15.3,3074,3,1,1,340
Toorak,u,640000,PI,24/06/2017,4.1,3142,3,1,1,0
Wantirna,h,1000000,SP,24/06/2017,14.7,3152,4,2,1,722
West Footscray,h,749000,S,24/06/2017,6.4,3012,2,1,1,369
Windsor,h,957500,S,24/06/2017,4.6,3181,2,1,1,136
Abbotsford,u,505000,PI,27/05/2017,3,3067,2,1,1,0
Abbotsford,h,1402500,S,27/05/2017,3,3067,3,1,1,270
Airport West,t,856000,S,27/05/2017,10.4,3042,3,2,1,300
Albert Park,h,1505000,S,27/05/2017,3,3206,3,1,1,149
Albert Park,h,1900000,S,27/05/2017,3,3206,3,1,1,186
Altona,h,1030000,S,27/05/2017,11,3018,2,1,1,743
Armadale,u,590000,S,27/05/2017,6.3,3143,2,1,1,903
Ascot Vale,h,1530000,S,27/05/2017,4.3,3032,3,2,1,257
Ashburton,h,1972500,S,27/05/2017,10.2,3147,4,1,1,676
Balwyn,u,460000,PI,27/05/2017,7.9,3103,2,1,1,0
Balwyn,u,725000,VB,27/05/2017,7.9,3103,2,1,1,136
Balwyn,u,602000,S,27/05/2017,7.9,3103,2,1,1,1129
Balwyn,u,830000,S,27/05/2017,7.9,3103,2,2,1,0
Balwyn North,t,1330000,S,27/05/2017,9.7,3104,3,2,1,260
Balwyn North,h,1940000,S,27/05/2017,9.7,3104,5,2,1,629
Balwyn North,h,1590000,S,27/05/2017,9.7,3104,3,1,1,697
Balwyn North,u,725000,S,27/05/2017,9.7,3104,2,1,1,134
Bellfield,h,736500,SP,27/05/2017,8.8,3081,2,1,1,271
Bentleigh,u,420000,SP,27/05/2017,11.4,3204,2,1,1,0
Bentleigh East,h,890000,S,27/05/2017,13.8,3165,3,2,1,260
Black Rock,u,623500,SA,27/05/2017,17.3,3193,2,1,1,159
Brighton,h,1211000,S,27/05/2017,10.5,3186,3,2,1,343
Brighton East,h,1035000,SP,27/05/2017,10.3,3187,2,1,1,542
Broadmeadows,h,505000,SP,27/05/2017,14,3047,3,1,1,546
Brunswick,h,860000,PI,27/05/2017,5.2,3056,2,1,1,245
Brunswick,h,1505000,S,27/05/2017,5.2,3056,3,1,1,349
Brunswick,h,1280000,S,27/05/2017,5.2,3056,3,1,1,439
Brunswick,u,460000,VB,27/05/2017,5.2,3056,2,1,1,69
Brunswick West,u,460000,S,27/05/2017,5.2,3055,2,1,1,54
Brunswick West,u,263100,S,27/05/2017,5.2,3055,1,1,1,41
Brunswick West,h,1075000,S,27/05/2017,5.2,3055,5,1,1,441
Bulleen,h,1310000,S,27/05/2017,10.8,3105,1,1,1,604
Burnley,h,1837500,S,27/05/2017,2.4,3121,3,2,1,93
Burwood,h,1253500,S,27/05/2017,10.4,3125,3,1,1,583
Burwood,t,700000,S,27/05/2017,10.4,3125,2,1,1,148
Canterbury,h,1930000,S,27/05/2017,8.4,3126,3,2,1,359
Canterbury,u,645000,PI,27/05/2017,8.4,3126,2,1,1,2207
Caulfield,u,570000,S,27/05/2017,8.7,3162,2,1,1,601
Caulfield East,u,300000,VB,27/05/2017,8.4,3145,2,1,1,1961
Cheltenham,u,601000,S,27/05/2017,17.9,3192,2,1,1,1078
Coburg,h,1090000,S,27/05/2017,6.7,3058,3,2,1,512
Coburg North,t,525000,VB,27/05/2017,6.7,3058,2,2,1,143
Craigieburn,t,340000,S,27/05/2017,20.6,3064,2,1,1,197
Craigieburn,h,430000,S,27/05/2017,20.6,3064,3,2,1,280
Cremorne,u,570000,S,27/05/2017,2.4,3121,2,2,1,0
Dandenong,h,560000,SP,27/05/2017,24.7,3175,3,1,1,810
Dingley Village,u,595000,S,27/05/2017,22.2,3172,2,1,1,2256
Doncaster,h,1060000,S,27/05/2017,12.4,3108,3,1,1,633
Elsternwick,h,1060000,S,27/05/2017,7.2,3185,3,2,1,306
Eltham,h,855000,S,27/05/2017,18,3095,3,1,1,654
Elwood,h,1410000,S,27/05/2017,7.2,3184,2,1,1,249
Elwood,u,660000,S,27/05/2017,7.2,3184,2,1,1,0
Epping,u,380500,SP,27/05/2017,19.6,3076,3,2,1,156
Epping,h,528000,S,27/05/2017,19.6,3076,3,2,1,525
Epping,h,465000,S,27/05/2017,19.6,3076,3,2,1,606
Epping,h,452500,S,27/05/2017,19.6,3076,2,1,1,279
Essendon,t,830000,VB,27/05/2017,7.5,3040,3,2,1,176
Essendon,h,886000,S,27/05/2017,7.5,3040,3,2,1,173
Essendon,u,280000,S,27/05/2017,7.5,3040,1,1,1,28
Essendon North,u,445000,PI,27/05/2017,8.2,3041,2,1,1,92
Essendon West,h,1050000,VB,27/05/2017,7.5,3040,3,3,1,846
Fawkner,t,577000,S,27/05/2017,13.1,3060,3,1,1,164
Ferntree Gully,u,617000,S,27/05/2017,24.8,3156,2,2,1,306
Fitzroy North,h,1321000,S,27/05/2017,3.6,3068,2,1,1,167
Fitzroy North,u,495000,S,27/05/2017,3.6,3068,1,1,1,0
Flemington,h,990000,S,27/05/2017,3.4,3031,2,1,1,180
Footscray,t,455000,S,27/05/2017,5.1,3011,2,1,1,43
Forest Hill,h,680000,SP,27/05/2017,15.4,3131,2,1,1,189
Frankston,h,566000,S,27/05/2017,38,3199,3,1,1,623
Frankston,h,740000,S,27/05/2017,38,3199,3,1,1,650
Gladstone Park,h,755000,S,27/05/2017,12.9,3043,3,1,1,935
Glen Iris,u,762000,S,27/05/2017,7.3,3146,2,1,1,730
Glen Iris,u,501000,S,27/05/2017,7.3,3146,2,1,1,0
Glenroy,h,865000,S,27/05/2017,11.2,3046,3,1,1,746
Glenroy,u,362500,SP,27/05/2017,11.2,3046,1,1,1,124
Glenroy,h,922000,S,27/05/2017,11.2,3046,3,1,1,584
Glenroy,h,815000,S,27/05/2017,11.2,3046,3,1,1,641
Greenvale,h,730000,S,27/05/2017,20.4,3059,4,2,1,633
Hawthorn,u,525000,SP,27/05/2017,5.3,3122,2,1,1,279
Hawthorn,h,1870000,PI,27/05/2017,5.3,3122,3,1,1,271
Hawthorn,u,500000,VB,27/05/2017,5.3,3122,2,2,1,0
Hawthorn,h,3900000,S,27/05/2017,5.3,3122,4,2,1,595
Hawthorn,u,697000,S,27/05/2017,5.3,3122,2,1,1,0
Hawthorn East,u,500000,S,27/05/2017,6.2,3123,2,1,1,1324
Heidelberg Heights,t,680000,S,27/05/2017,8.8,3081,2,1,1,129
Heidelberg Heights,u,630000,VB,27/05/2017,8.8,3081,3,1,1,277
Heidelberg West,u,444000,S,27/05/2017,8.8,3081,2,1,1,94
Heidelberg West,h,532000,S,27/05/2017,8.8,3081,2,2,1,220
Hoppers Crossing,h,418000,S,27/05/2017,18.4,3029,3,2,1,435
Hoppers Crossing,h,505000,S,27/05/2017,18.4,3029,3,1,1,663
Hoppers Crossing,h,492000,S,27/05/2017,18.4,3029,3,1,1,581
Jacana,h,590500,S,27/05/2017,14,3047,3,1,1,708
Keilor,h,895000,S,27/05/2017,14.5,3036,3,1,1,589
Keilor Park,h,752500,S,27/05/2017,10.4,3042,3,2,1,468
Kensington,u,400000,SP,27/05/2017,3.4,3031,1,1,1,0
Kew,u,660000,S,27/05/2017,5.4,3101,3,1,1,1096
Kew,h,2425000,PI,27/05/2017,5.4,3101,4,3,1,638
Kew,u,682000,S,27/05/2017,5.4,3101,2,1,1,0
Kew East,h,1650000,VB,27/05/2017,7.3,3102,3,3,1,204
Lalor,h,487000,S,27/05/2017,16.3,3075,3,1,1,533
Malvern East,t,1060000,S,27/05/2017,8.4,3145,3,1,1,206
Maribyrnong,u,530000,S,27/05/2017,4.3,3032,2,1,1,81
Maribyrnong,u,450000,SP,27/05/2017,4.3,3032,2,1,1,0
Maribyrnong,u,353000,S,27/05/2017,4.3,3032,2,1,1,4977
Melbourne,u,720000,S,27/05/2017,0,3000,2,1,1,0
Melton South,h,347500,S,27/05/2017,29.8,3338,4,2,1,587
Middle Park,h,3750000,PI,27/05/2017,3,3206,3,2,1,411
Mill Park,t,480750,S,27/05/2017,17.9,3082,2,1,1,114
Mitcham,u,695000,S,27/05/2017,17.2,3132,2,1,1,300
Mitcham,h,883000,S,27/05/2017,17.2,3132,2,1,1,697
Montmorency,h,1050000,S,27/05/2017,16.2,3094,4,2,1,973
Montmorency,h,900000,S,27/05/2017,16.2,3094,3,1,1,575
Montmorency,h,1160000,S,27/05/2017,16.2,3094,3,2,1,1125
Mount Waverley,u,670000,S,27/05/2017,14.2,3149,2,1,1,296
Mount Waverley,u,620000,S,27/05/2017,14.2,3149,2,1,1,190
Murrumbeena,t,470000,S,27/05/2017,10.1,3163,1,1,1,0
Niddrie,t,715000,SP,27/05/2017,10.4,3042,3,1,1,178
Noble Park,h,676000,SP,27/05/2017,22.7,3174,3,1,1,587
Noble Park,h,802000,S,27/05/2017,22.7,3174,3,1,1,818
North Melbourne,u,799000,S,27/05/2017,1.8,3051,2,1,1,0
North Melbourne,h,1285000,PI,27/05/2017,1.8,3051,3,1,1,170
Northcote,h,1260000,S,27/05/2017,5.3,3070,2,1,1,234
Nunawading,h,1570000,S,27/05/2017,15.4,3131,4,2,1,746
Oakleigh East,h,1292000,S,27/05/2017,12.3,3166,3,1,1,716
Ormond,u,640000,PI,27/05/2017,11.4,3204,2,1,1,0
Parkville,u,1560000,PI,27/05/2017,1.8,3052,3,2,1,2431
Pascoe Vale,t,530000,S,27/05/2017,8.5,3044,2,2,1,135
Pascoe Vale,h,802000,S,27/05/2017,8.5,3044,3,2,1,450
Pascoe Vale,h,478000,S,27/05/2017,8.5,3044,2,1,1,0
Port Melbourne,u,545000,S,27/05/2017,3.5,3207,1,1,1,0
Prahran,u,740000,S,27/05/2017,4.6,3181,2,1,1,0
Prahran,u,698000,S,27/05/2017,4.6,3181,2,1,1,0
Prahran,u,660000,S,27/05/2017,4.6,3181,2,1,1,0
Preston,u,550000,PI,27/05/2017,8.4,3072,3,2,1,0
Reservoir,t,575000,S,27/05/2017,12,3073,2,2,1,151
Reservoir,u,470000,S,27/05/2017,12,3073,2,1,1,142
Reservoir,h,700000,S,27/05/2017,12,3073,3,2,1,301
Richmond,h,1250000,VB,27/05/2017,2.4,3121,3,1,1,111
Richmond,h,1280000,S,27/05/2017,2.4,3121,3,1,1,185
Richmond,u,615000,PI,27/05/2017,2.4,3121,2,2,1,14196
Richmond,u,314000,SP,27/05/2017,2.4,3121,1,1,1,0
Ringwood,h,930000,S,27/05/2017,19.9,3134,3,1,1,835
Rosanna,h,1185000,S,27/05/2017,8.9,3084,4,2,1,625
Sandringham,u,760000,S,27/05/2017,15.2,3191,2,1,1,0
Seddon,h,830000,VB,27/05/2017,5.1,3011,2,1,1,152
South Kingsville,h,835000,S,27/05/2017,6.2,3015,3,1,1,297
South Melbourne,h,4100000,S,27/05/2017,1.9,3205,4,2,1,403
South Yarra,u,1430000,S,27/05/2017,2.7,3141,3,3,1,913
South Yarra,u,400000,VB,27/05/2017,2.7,3141,1,1,1,0
Southbank,u,600000,S,27/05/2017,0.7,3006,2,1,1,0
Southbank,u,600000,VB,27/05/2017,0.7,3006,2,1,1,3634
St Kilda,u,480000,PI,27/05/2017,5,3182,1,1,1,0
Sunshine,u,245000,SP,27/05/2017,10.5,3020,1,1,1,44
Sunshine North,h,632000,S,27/05/2017,10.5,3020,3,1,1,471
Surrey Hills,h,1785000,S,27/05/2017,10.2,3127,3,1,1,516
Templestowe Lower,h,1375000,VB,27/05/2017,12.4,3107,4,2,1,662
Thornbury,u,745000,S,27/05/2017,7,3071,2,1,1,120
Truganina,u,390000,SP,27/05/2017,18.4,3029,3,2,1,289
Upwey,h,575000,S,27/05/2017,29.3,3158,2,1,1,1200
Watsonia North,h,705000,S,27/05/2017,14.5,3087,3,1,1,538
Werribee,h,372000,S,27/05/2017,14.7,3030,3,1,1,239
West Footscray,u,597000,SP,27/05/2017,6.4,3012,3,1,1,126
West Melbourne,u,660000,PI,27/05/2017,3.1,3003,2,1,1,0
Williamstown North,h,862000,SP,27/05/2017,6.8,3016,3,1,1,353
Yarraville,u,709500,SP,27/05/2017,6.3,3013,2,1,1,80
Abbotsford,u,550000,S,8/07/2017,3,3067,2,1,1,1521
Albert Park,h,3560000,S,8/07/2017,3,3206,4,1,1,327
Ascot Vale,h,1130000,S,8/07/2017,4.3,3032,2,1,1,222
Avondale Heights,h,680000,VB,8/07/2017,9.5,3034,3,1,1,596
Avondale Heights,h,720000,PI,8/07/2017,9.5,3034,3,1,1,582
Avondale Heights,h,1107500,S,8/07/2017,9.5,3034,3,3,1,668
Balaclava,u,328500,S,8/07/2017,6.4,3183,1,1,1,0
Bayswater,u,520000,S,8/07/2017,23.2,3153,2,1,1,158
